http://www.cityofabbeville.net/,"Abbeville, Louisiana","12,257"
https://www.townofabitasprings.com/,"Abita Springs, Louisiana","2,365"
http://www.addisla.org/,"Addis, Louisiana","3,593"
http://townofalbanyla.com/,"Albany, Louisiana","1,088"
http://www.cityofalexandriala.com/,"Alexandria, Louisiana","47,723"
http://www.townofamitecity.com/,"Amite City, Louisiana","4,141"
http://www.arcadialouisiana.org/,"Arcadia, Louisiana","2,919"
http://www.arnaudvillela.com/,"Arnaudville, Louisiana","1,057"
http://cityofbakerla.us/,"Baker, Louisiana","13,895"
http://www.ball.govoffice2.com/,"Ball, Louisiana","4,000"
https://www.cityofbastrop.com/,"Bastrop, Louisiana","11,365"
http://www.brgov.com/,"Baton Rouge, Louisiana",0
http://www.bentonlouisiana.webs.com/,"Benton, Louisiana","1,948"
http://www.bernicela.org/,"Bernice, Louisiana","1,689"
http://www.townofberwick.org/,"Berwick, Louisiana","4,946"
http://www.townofblanchard.us/,"Blanchard, Louisiana","2,899"
http://www.bogalusa.org/,"Bogalusa, Louisiana","12,232"
http://www.bossiercity.org/,"Bossier City, Louisiana","61,315"
http://www.breauxbridgelive.com/,"Breaux Bridge, Louisiana","8,139"
http://www.broussardla.com/,"Broussard, Louisiana","8,197"
https://www.bruslyla.com/,"Brusly, Louisiana","2,589"
http://bunkiecityhall.com/,"Bunkie, Louisiana","4,171"
http://www.carencro.org/,"Carencro, Louisiana","7,526"
http://centralgov.com/,"Central, Louisiana","26,864"
http://www.townofchatham.org/,"Chatham, Louisiana",557
http://www.choudrant.org/,"Choudrant, Louisiana",845
http://www.churchpoint-la.com/,"Church Point, Louisiana","4,560"
http://www.townofclintonla.com/,"Clinton, Louisiana","1,653"
https://townofcottonport.com/,"Cottonport, Louisiana","2,006"
http://www.coushatta.net/,"Coushatta, Louisiana","1,964"
http://www.covla.com/,"Covington, Louisiana","8,765"
http://www.crowley-la.com/,"Crowley, Louisiana","13,265"
http://www.townofdelcambre.net/,"Delcambre, Louisiana","1,866"
https://townofdelhi.municipalimpact.com/,"Delhi, Louisiana","3,248"
http://www.cityofdenhamsprings.com/,"Denham Springs, Louisiana","10,215"
http://www.dequincy.org/,"DeQuincy, Louisiana","3,235"
http://www.cityofderidder.org/,"DeRidder, Louisiana","10,578"
http://villageofdixieinn.com/,"Dixie Inn, Louisiana",273
http://www.donaldsonville-la.gov/,"Donaldsonville, Louisiana","7,436"
http://www.dubachla.com/,"Dubach, Louisiana",961
http://townofduson.com/,"Duson, Louisiana","1,716"
http://townoferath.com/,"Erath, Louisiana","2,114"
http://www.eunice-la.com/,"Eunice, Louisiana","10,398"
http://www.evergreenla.org/,"Evergreen, Louisiana",310
http://www.farmerville.org/,"Farmerville, Louisiana","3,860"
http://www.villageoffenton.com/,"Fenton, Louisiana",379
http://villageofflorien.com/,"Florien, Louisiana",633
http://www.villageoffolsom.com/,"Folsom, Louisiana",716
https://www.fordoche.org/,"Fordoche, Louisiana",928
https://foresthill-la.com/,"Forest Hill, Louisiana",818
http://www.franklin-la.com/,"Franklin, Louisiana","7,660"
http://www.townoffranklinton.com/,"Franklinton, Louisiana","3,857"
http://frenchsettlement-la.gov/,"French Settlement, Louisiana","1,116"
http://www.townofgoldenmeadow-la.gov/,"Golden Meadow, Louisiana","2,101"
http://www.gonzalesla.com/,"Gonzales, Louisiana","9,781"
http://cityofgrambling.org/,"Grambling, Louisiana","4,949"
http://www.townofgramercy.com/,"Gramercy, Louisiana","3,613"
http://www.villageofgrandcane.com/,"Grand Cane, Louisiana",242
http://www.grand-isle.com/,"Grand Isle, Louisiana","1,296"
http://greenwoodla.org/,"Greenwood, Louisiana","3,219"
http://www.gretnala.com/,"Gretna, Louisiana","17,736"
http://www.gueydan.org/,"Gueydan, Louisiana","1,398"
http://www.hammond.org/,"Hammond, Louisiana","20,019"
http://www.cityofharahan.com/,"Harahan, Louisiana","9,277"
http://www.townofhaughton.org/,"Haughton, Louisiana","3,454"
http://haynesvillela.org/,"Haynesville, Louisiana","2,327"
http://www.hessmer.com/,"Hessmer, Louisiana",802
https://www.townofhomer.com/,"Homer, Louisiana","3,237"
http://townofhornbeck.com/,"Hornbeck, Louisiana",480
http://www.tpcg.org/,"Houma, Louisiana","33,727"
http://iowala.org/,"Iowa, Louisiana","2,996"
http://www.jacksonla.com/,"Jackson, Louisiana","3,842"
http://www.townofjeanlafitte.com/,"Jean Lafitte, Louisiana","1,903"
http://www.jeanerette.com/,"Jeanerette, Louisiana","5,530"
http://jenalouisiana.net/,"Jena, Louisiana","3,398"
http://www.cityofjennings.com/,"Jennings, Louisiana","10,383"
http://www.jonesborola.org/,"Jonesboro, Louisiana","4,704"
https://www.kaplanla.com/,"Kaplan, Louisiana","4,600"
http://www.kenner.la.us/,"Kenner, Louisiana","66,702"
https://townofkinder.com/,"Kinder, Louisiana","2,477"
http://krotzsprings.net/,"Krotz Springs, Louisiana","1,198"
https://www.lafayettetravel.com/,"Lafayette, Louisiana","120,623"
http://www.townoflakearthur.org/,"Lake Arthur, Louisiana","2,738"
http://www.cityoflakecharles.com/,"Lake Charles, Louisiana","71,993"
http://www.lakeprovidencela.gov/,"Lake Providence, Louisiana","3,991"
http://leesvillela.gov/,"Leesville, Louisiana","6,612"
https://townofleonville.com/,"Leonville, Louisiana","1,084"
http://www.townoflivingston.com/,"Livingston, Louisiana","1,769"
http://www.livoniala.net/,"Livonia, Louisiana","1,442"
http://www.townoflockport.com/,"Lockport, Louisiana","2,578"
http://www.townoflogansport.com/,"Logansport, Louisiana","1,555"
http://www.loreauville.us/,"Loreauville, Louisiana",887
http://www.townofmadisonville.org/,"Madisonville, Louisiana",748
https://mamou.municipalimpact.com/,"Mamou, Louisiana","3,242"
http://www.cityofmandeville.com/,"Mandeville, Louisiana","11,560"
http://cityofmansfield.net/,"Mansfield, Louisiana","5,001"
https://www.townofmaringouin.net/,"Maringouin, Louisiana","1,098"
http://www.marionlouisiana.org/,"Marion, Louisiana",765
http://www.cityofmarksville.com/home.html,"Marksville, Louisiana","5,702"
http://melvillela.gov/,"Melville, Louisiana","1,041"
http://www.merryville.us/,"Merryville, Louisiana","1,103"
http://www.mindenusa.com/,"Minden, Louisiana","13,082"
http://ci.monroe.la.us/,"Monroe, Louisiana","48,815"
https://www.moreauville.org/,"Moreauville, Louisiana",929
http://www.cityofmc.com/,"Morgan City, Louisiana","12,404"
http://www.natchitochesla.gov/,"Natchitoches, Louisiana","18,323"
http://www.cityofnewiberia.com/site.php,"New Iberia, Louisiana","30,617"
http://www.townofnewllano.com/,"New Llano, Louisiana","2,504"
http://www.nola.gov/,"New Orleans, Louisiana","343,829"
http://www.newroads.net/,"New Roads, Louisiana","4,831"
https://www.cityofoakdale.net/,"Oakdale, Louisiana","7,780"
http://www.townofoilcity.com/,"Oil City, Louisiana","1,008"
http://www.townofolla.com/,"Olla, Louisiana","1,385"
http://www.cityofopelousas.com/,"Opelousas, Louisiana","16,634"
https://palmetto-la.com/,"Palmetto, Louisiana",164
http://www.villageofparks.com/,"Parks, Louisiana",653
http://cityofpattersonla.gov/,"Patterson, Louisiana","6,112"
http://pearlriverla.com/,"Pearl River, Louisiana","2,506"
http://www.pineville.net/,"Pineville, Louisiana","14,555"
http://www.villageofpioneer.org/,"Pioneer, Louisiana",156
http://www.plaquemine.org/,"Plaquemine, Louisiana","7,119"
http://www.pollockla.us/,"Pollock, Louisiana",469
http://www.ponchatoula.com/,"Ponchatoula, Louisiana","6,559"
http://www.portallen.org/,"Port Allen, Louisiana","5,180"
http://www.townofportbarre.com/,"Port Barre, Louisiana","2,055"
https://portvincent-la.gov/,"Port Vincent, Louisiana",741
https://villageofquitman.com/,"Quitman, Louisiana",181
http://www.rayne.org/,"Rayne, Louisiana","7,953"
http://www.townofrayville.com/,"Rayville, Louisiana","3,695"
http://villageofreeves.com/,"Reeves, Louisiana",232
http://www.townofrichwood.com/,"Richwood, Louisiana","3,392"
http://townofrosepine.com/,"Rosepine, Louisiana","1,692"
http://ruston.org/,"Ruston, Louisiana","21,859"
http://www.stmartinville.org/,"Saint Martinville, Louisiana","6,114"
https://sarepta.govoffice2.com/,"Sarepta, Louisiana",891
http://www.cityofscott.org/site.php,"Scott, Louisiana","8,614"
http://www.shreveportla.gov/,"Shreveport, Louisiana","199,311"
https://www.sibleyla.com/,"Sibley, Louisiana","1,218"
https://simmesportla.com/,"Simmesport, Louisiana","2,161"
http://www.villageofsimpson.com/,"Simpson, Louisiana",638
http://www.townofslaughter.org/,"Slaughter, Louisiana",997
http://myslidell.com/,"Slidell, Louisiana","27,068"
http://www.sorrentola.gov/,"Sorrento, Louisiana","1,401"
https://townofspringfield.org/,"Springfield, Louisiana",487
https://www.springhilllouisiana.gov/,"Springhill, Louisiana","5,269"
http://stfrancisville.net/,"St. Francisville, Louisiana","1,765"
http://www.cityofstgabriel.us/,"St. Gabriel, Louisiana","6,677"
http://www.thetownofstonewall.com/,"Stonewall, Louisiana","1,814"
http://www.sulphur.org/,"Sulphur, Louisiana","20,410"
http://www.sunset.govoffice2.com/,"Sunset , Louisiana","2,897"
http://cityoftallulah.org/,"Tallulah, Louisiana","7,335"
http://ci.thibodaux.la.us/,"Thibodaux, Louisiana","14,566"
http://cityofvidaliala.com/,"Vidalia, Louisiana","4,299"
http://www.cityofvilleplatte.com/,"Ville Platte, Louisiana","7,430"
http://www.cityofvinton.com/,"Vinton, Louisiana","3,212"
http://www.vivian.la.us/,"Vivian, Louisiana","3,671"
http://www.walker.la.us/,"Walker, Louisiana","6,138"
http://www.townofwelsh.com/,"Welsh, Louisiana","3,226"
http://www.westmonroe.com/,"West Monroe, Louisiana","13,065"
http://www.cityofwestlake.com/,"Westlake, Louisiana","4,568"
http://www.cityofwestwego.com/,"Westwego, Louisiana","8,534"
http://towcla.com/,"White Castle, Louisiana","1,883"
http://www.cityofwinnfield.com/,"Winnfield, Louisiana","4,840"
https://www.cityofwinnsboro.com/,"Winnsboro, Louisiana","4,910"
http://www.townofwoodworth.com/,"Woodworth, Louisiana","1,096"
http://www.youngsville.us/,"Youngsville, Louisiana","8,105"
http://www.cityofzachary.org/,"Zachary, Louisiana","14,960"
