https://www.aberdeenmd.gov/,"Aberdeen, Maryland","14,959"
http://www.accidentmd.org/,"Accident, Maryland",325
http://www.annapolis.gov/,"Annapolis, Maryland","38,394"
http://www.baltimorecity.gov/,"Baltimore, Maryland","620,961"
https://www.barclaymaryland.com/,"Barclay, Maryland",120
http://www.barnesvillemd.org/,"Barnesville, Maryland",172
http://www.belairmd.org/,"Bel Air, Maryland","10,120"
http://berlinmd.gov/,"Berlin, Maryland","4,485"
https://www.berwynheightsmd.gov/,"Berwyn Heights, Maryland","3,123"
http://www.townofbetterton.com/,"Betterton, Maryland",345
http://www.townofbladensburg.com/,"Bladensburg, Maryland","9,148"
http://www.town.boonsboro.md.us/,"Boonsboro, Maryland","3,336"
http://www.cityofbowie.org/,"Bowie, Maryland","54,727"
http://brentwoodmd.gov/,"Brentwood, Maryland","3,046"
http://townofbrookevillemd.org/,"Brookeville, Maryland",134
https://brunswickmd.gov/,"Brunswick, Maryland","5,870"
http://www.burkittsville-md.gov/,"Burkittsville, Maryland",151
http://www.choosecambridge.com/,"Cambridge, Maryland","12,326"
http://www.capitolheightsmd.com/,"Capitol Heights, Maryland","4,337"
http://www.ceciltonmd.gov/,"Cecilton, Maryland",663
http://www.townofcentreville.org/,"Centreville, Maryland","4,285"
http://www.charlestownmd.org/,"Charlestown, Maryland","1,183"
http://www.chesapeake-beach.md.us/,"Chesapeake Beach, Maryland","5,753"
http://www.chesapeakecity-md.gov/,"Chesapeake City, Maryland",673
http://www.chestertown.com/,"Chestertown, Maryland","5,252"
http://www.cheverly-md.gov/Pages/index,"Cheverly, Maryland","6,173"
http://www.chevychasesection5.org/,"Chevy Chase Section Five, Maryland",658
http://www.chevychasesection3.org/,"Chevy Chase Section Three, Maryland",760
http://www.chevychaseview.org/,"Chevy Chase View, Maryland",920
http://www.chevychasevillagemd.gov/,"Chevy Chase Village, Maryland","1,953"
http://msa.maryland.gov/msa/mdmanual/37mun/churchcreek/html/c.html,"Church Creek, Maryland",125
http://churchhillmd.com/,"Church Hill, Maryland",745
https://www.clearspringmd.gov/,"Clear Spring, Maryland",358
http://www.collegeparkmd.gov/,"College Park, Maryland","30,413"
http://colmarmanor.org/,"Colmar Manor, Maryland","1,404"
http://www.cottagecitymd.gov/,"Cottage City, Maryland","1,305"
http://www.cityofcrisfield-md.gov/,"Crisfield, Maryland","2,726"
http://www.ci.cumberland.md.us/,"Cumberland, Maryland","20,859"
http://www.townofdelmar.us/index.cfm,"Delmar, Maryland","3,003"
http://www.dentonmaryland.com/,"Denton, Maryland","4,418"
http://www.districtheights.org/,"District Heights, Maryland","5,837"
https://www.townofeagleharborincmd.org/,"Eagle Harbor, Maryland",63
http://www.eastnewmarket.us/,"East New Market, Maryland",400
http://www.town-eastonmd.com/,"Easton, Maryland","15,945"
http://www.edmonstonmd.gov/,"Edmonston, Maryland","1,445"
http://www.elkton.org/,"Elkton, Maryland","15,443"
http://www.emmitsburgmd.gov/,"Emmitsburg, Maryland","2,814"
https://www.fairmountheightsmd.gov/,"Fairmount Heights, Maryland","1,494"
http://www.federalsburg.org/,"Federalsburg, Maryland","2,739"
http://forestheightsmd.gov/,"Forest Heights, Maryland","2,447"
http://www.cityoffrederick.com/,"Frederick, Maryland","65,239"
http://www.visitfriendsville.org/,"Friendsville, Maryland",491
http://www.frostburgcity.com/,"Frostburg, Maryland","9,002"
http://www.cityoffruitland.com/,"Fruitland, Maryland","4,866"
http://www.funkstown.com/,"Funkstown, Maryland",904
http://www.gaithersburgmd.gov/,"Gaithersburg, Maryland","59,933"
https://www.townofgalena.com/,"Galena, Maryland",612
http://www.garrettparkmd.gov/,"Garrett Park, Maryland",992
http://www.glenecho.org/,"Glen Echo, Maryland",255
http://www.cityofglenarden.org/,"Glenarden, Maryland","6,000"
https://www.visitgrantsville.com/,"Grantsville, Maryland",766
https://www.greenbeltmd.gov/,"Greenbelt, Maryland","23,068"
http://www.greensboromd.com/,"Greensboro, Maryland","1,931"
http://www.hagerstownmd.org/,"Hagerstown, Maryland","39,662"
http://www.hampsteadmd.gov/,"Hampstead, Maryland","6,323"
http://www.hancockmd.com/,"Hancock, Maryland","1,545"
http://www.havredegracemd.com/,"Havre de Grace, Maryland","12,952"
http://www.hebronmd.com/,"Hebron, Maryland","1,084"
http://www.highlandbeachmd.org/,"Highland Beach, Maryland",96
http://www.hurlock-md.gov/,"Hurlock, Maryland","2,092"
http://www.hyattsville.org/,"Hyattsville, Maryland","17,557"
http://www.townofindianhead.org/,"Indian Head, Maryland","3,844"
http://www.keedysvillemd.com/,"Keedysville, Maryland","1,152"
http://tok.md.gov/,"Kensington, Maryland","2,213"
http://www.townoflaplata.org/,"La Plata, Maryland","8,753"
http://www.lhills.sailorsite.net/,"Landover Hills, Maryland","1,687"
http://www.cityoflaurel.org/,"Laurel, Maryland","25,115"
http://www.laytonsville.md.us/,"Laytonsville, Maryland",353
http://leonardtown.somd.com/,"Leonardtown, Maryland","2,930"
http://manchestermd.org/,"Manchester, Maryland","4,808"
http://mardelasprings.org/,"Mardela Springs, Maryland",347
https://martinsadditions.org/,"Martin's Additions, Maryland",933
http://www.middletown.md.us/,"Middletown, Maryland","4,136"
http://millingtonmd.us/,"Millington, Maryland",642
http://www.morningsidemd.gov/,"Morningside, Maryland","2,015"
http://www.mountairymd.org/,"Mount Airy, Maryland","9,288"
http://www.mountrainiermd.org/,"Mount Rainier, Maryland","8,080"
http://mtnlakepark.org/,"Mountain Lake Park, Maryland","2,092"
https://myersville.org/,"Myersville, Maryland","1,626"
https://www.newcarrolltonmd.gov/,"New Carrollton, Maryland","12,135"
http://www.townofnewmarket.org/,"New Market, Maryland",656
http://www.newwindsormd.org/,"New Windsor, Maryland","1,396"
https://www.northbeachmd.org/,"North Beach, Maryland","1,978"
http://northbrentwood.com/,"North Brentwood, Maryland",517
https://northchevychase.org/,"North Chevy Chase, Maryland",519
http://www.northeastmd.org/,"North East, Maryland","3,572"
http://www.oaklandmd.com/,"Oakland, Maryland","1,925"
https://www.oceancitymd.gov/,"Ocean City, Maryland","7,102"
http://www.oxfordmd.net/,"Oxford, Maryland",651
http://www.perryvillemd.org/,"Perryville, Maryland","4,361"
http://pittsvillemd.com/,"Pittsville, Maryland","1,417"
http://www.cityofpocomoke.com/,"Pocomoke City, Maryland","4,179"
http://www.poolesvillemd.gov/,"Poolesville, Maryland","4,883"
http://www.portdeposit.org/,"Port Deposit, Maryland",653
http://www.prestonmaryland.us/,"Preston, Maryland",719
http://www.townofprincessanne.com/,"Princess Anne, Maryland","3,290"
http://www.queenstown-md.com/,"Queenstown, Maryland",664
http://ridgelymd.org/,"Ridgely, Maryland","1,639"
http://www.risingsunmd.org/,"Rising Sun, Maryland","2,781"
http://www.riverdaleparkmd.info/,"Riverdale Park, Maryland","6,956"
http://www.rockhallmd.com/,"Rock Hall, Maryland","1,310"
http://www.rockvillemd.gov/,"Rockville, Maryland","61,209"
https://sites.google.com/site/rosemontmd/,"Rosemont, Maryland",294
http://stmichaelsmd.org/,"Saint Michaels, Maryland","1,029"
http://salisbury.md/,"Salisbury, Maryland","30,343"
http://www.seatpleasantmd.gov/,"Seat Pleasant, Maryland","4,542"
http://sharpsburgmd.com/,"Sharpsburg, Maryland",705
http://www.townofsharptown.org/,"Sharptown, Maryland",651
http://www.townofsmithsburg.org/,"Smithsburg, Maryland","2,975"
http://www.snowhillmd.com/,"Snow Hill, Maryland","2,103"
http://townofsomerset.com/,"Somerset, Maryland","1,216"
http://www.townofsudlersville.org/,"Sudlersville, Maryland",497
http://www.sykesville.net/,"Sykesville, Maryland","4,436"
http://www.takomaparkmd.gov/,"Takoma Park, Maryland","16,715"
http://www.taneytown.org/,"Taneytown, Maryland","6,728"
http://www.thurmont.com/,"Thurmont, Maryland","6,170"
http://trappemd.net/,"Trappe, Maryland","1,077"
http://www.carr.org/~unionbr,"Union Bridge, Maryland",975
http://www.upmd.org/,"University Park, Maryland","2,548"
http://www.uppermarlboromd.gov/,"Upper Marlboro, Maryland",631
http://www.viennamd.org/,"Vienna, Maryland",271
http://www.walkersville-md.com/,"Walkersville, Maryland","5,800"
http://www.washingtongrovemd.org/,"Washington Grove, Maryland",555
http://www.westgov.com/,"Westminster, Maryland","18,590"
http://williamsportmd.gov/,"Williamsport, Maryland","2,137"
http://www.woodsboro.org/,"Woodsboro, Maryland","1,141"
